Date,State,TotalSamples,Negative,Positive,New Samples,New Negative,New Positive,State_code
5/7/2020,Meghalaya,2054,1967,12,110,145,0,ML
5/9/2020,Meghalaya,2287,2178,12,233,211,0,ML
5/10/2020,Meghalaya,2287,2178,13,0,0,1,ML
5/11/2020,Meghalaya,2480,2342,13,193,164,0,ML
5/15/2020,Meghalaya,2712,2597,13,232,255,0,ML
4/6/2020,Mizoram,58,0,1,58,0,1,MZ
4/7/2020,Mizoram,58,0,1,0,0,0,MZ
4/8/2020,Mizoram,74,,1,16,0,0,MZ
4/9/2020,Mizoram,84,,1,10,0,0,MZ
4/12/2020,Mizoram,87,,1,3,0,0,MZ
4/13/2020,Mizoram,89,,1,2,0,0,MZ
4/14/2020,Mizoram,91,,1,2,0,0,MZ
4/15/2020,Mizoram,94,,1,3,0,0,MZ
4/16/2020,Mizoram,94,,1,0,0,0,MZ
4/18/2020,Mizoram,102,,1,8,0,0,MZ
4/19/2020,Mizoram,116,,1,14,0,0,MZ
4/20/2020,Mizoram,132,,1,16,0,0,MZ
4/21/2020,Mizoram,135,,1,3,0,0,MZ
4/22/2020,Mizoram,135,,1,0,0,0,MZ
4/23/2020,Mizoram,137,,1,2,0,0,MZ
4/26/2020,Mizoram,146,,1,9,0,0,MZ
4/27/2020,Mizoram,146,,1,0,0,0,MZ
4/28/2020,Mizoram,158,,1,12,0,0,MZ
4/29/2020,Mizoram,179,,1,21,0,0,MZ
4/30/2020,Mizoram,180,,1,1,0,0,MZ
5/1/2020,Mizoram,180,,1,0,0,0,MZ
5/2/2020,Mizoram,183,,1,3,0,0,MZ
5/3/2020,Mizoram,183,,1,0,0,0,MZ
5/4/2020,Mizoram,183,,1,0,0,0,MZ
5/5/2020,Mizoram,188,,1,5,0,0,MZ
5/6/2020,Mizoram,195,,1,7,0,0,MZ
5/7/2020,Mizoram,197,,1,2,0,0,MZ
5/8/2020,Mizoram,199,,1,2,0,0,MZ
5/9/2020,Mizoram,201,,1,2,0,0,MZ
5/10/2020,Mizoram,201,,1,0,0,0,MZ
5/11/2020,Mizoram,206,,1,5,0,0,MZ
5/12/2020,Mizoram,224,,1,18,0,0,MZ
5/13/2020,Mizoram,224,,1,0,0,0,MZ
5/14/2020,Mizoram,273,,1,49,0,0,MZ
5/15/2020,Mizoram,273,,1,0,0,0,MZ
4/6/2020,Nagaland,60,47,0,60,47,0,NL
4/10/2020,Nagaland,70,69,0,10,22,0,NL
4/11/2020,Nagaland,70,70,0,0,1,0,NL
4/12/2020,Nagaland,74,70,0,4,0,0,NL
4/14/2020,Nagaland,174,97,0,100,27,0,NL
4/15/2020,Nagaland,184,174,0,10,77,0,NL
4/17/2020,Nagaland,274,222,0,90,48,0,NL
4/18/2020,Nagaland,392,292,0,118,70,0,NL
4/19/2020,Nagaland,404,345,0,12,53,0,NL
4/20/2020,Nagaland,434,404,0,30,59,0,NL
4/21/2020,Nagaland,537,456,0,103,52,0,NL
4/22/2020,Nagaland,543,481,0,6,25,0,NL
4/23/2020,Nagaland,607,543,0,64,62,0,NL
4/25/2020,Nagaland,613,607,0,6,64,0,NL
4/26/2020,Nagaland,613,613,0,0,6,0,NL
4/27/2020,Nagaland,629,613,0,16,0,0,NL
4/28/2020,Nagaland,639,620,0,10,7,0,NL
4/29/2020,Nagaland,644,631,0,5,11,0,NL
4/30/2020,Nagaland,653,640,0,9,9,0,NL
5/1/2020,Nagaland,664,650,0,11,10,0,NL
5/2/2020,Nagaland,674,661,0,10,11,0,NL
5/3/2020,Nagaland,684,663,0,10,2,0,NL
5/4/2020,Nagaland,708,679,0,24,16,0,NL
5/5/2020,Nagaland,724,771,0,16,92,0,NL
5/6/2020,Nagaland,763,712,0,39,-59,0,NL
5/7/2020,Nagaland,786,728,0,23,16,0,NL
5/8/2020,Nagaland,805,775,0,19,47,0,NL
5/9/2020,Nagaland,848,786,0,43,11,0,NL
5/10/2020,Nagaland,862,806,0,14,20,0,NL
5/11/2020,Nagaland,875,848,0,13,42,0,NL
5/12/2020,Nagaland,882,872,0,7,24,0,NL
5/13/2020,Nagaland,889,872,0,7,0,0,NL
5/14/2020,Nagaland,891,873,0,2,1,0,NL
4/3/2020,Odisha,1395,1108,20,1395,1108,20,OR
4/7/2020,Odisha,2441,,42,1046,0,22,OR
4/8/2020,Odisha,2441,2399,42,0,2399,0,OR
4/9/2020,Odisha,3249,3201,48,808,802,6,OR
4/10/2020,Odisha,3547,3497,50,298,296,2,OR
4/11/2020,Odisha,3551,3497,51,4,0,1,OR
4/12/2020,Odisha,3862,3808,54,311,311,3,OR
4/13/2020,Odisha,4170,4116,54,308,308,0,OR
4/14/2020,Odisha,4734,4678,56,564,562,2,OR
4/15/2020,Odisha,5537,5477,60,803,799,4,OR
4/16/2020,Odisha,6734,6674,60,1197,1197,0,OR
4/17/2020,Odisha,7577,7517,60,843,843,0,OR
4/18/2020,Odisha,8619,8559,60,1042,1042,0,OR
4/19/2020,Odisha,9690,9629,61,1071,1070,1,OR
4/20/2020,Odisha,10641,,68,951,0,7,OR
4/21/2020,Odisha,11748,,79,1107,0,11,OR
4/22/2020,Odisha,13775,,83,2027,0,4,OR
4/23/2020,Odisha,15984,,89,2209,0,6,OR
4/24/2020,Odisha,18458,,94,2474,0,5,OR
4/25/2020,Odisha,20599,,94,2141,0,0,OR
4/26/2020,Odisha,22816,,103,2217,0,9,OR
4/27/2020,Odisha,25103,,111,2287,0,8,OR
4/28/2020,Odisha,26687,,118,1584,0,7,OR
4/29/2020,Odisha,29108,,122,2421,0,4,OR
4/30/2020,Odisha,31696,,142,2588,0,20,OR
5/1/2020,Odisha,34133,,149,2437,0,7,OR
5/2/2020,Odisha,36593,,157,2460,0,8,OR
5/3/2020,Odisha,38658,,162,2065,0,5,OR
5/4/2020,Odisha,41128,,169,2470,0,7,OR
5/5/2020,Odisha,44663,,170,3535,0,1,OR
5/6/2020,Odisha,47454,,185,2791,0,15,OR
5/7/2020,Odisha,50514,,209,3060,0,24,OR
5/8/2020,Odisha,52974,,271,2460,0,62,OR
5/9/2020,Odisha,56322,,294,3348,0,23,OR
5/10/2020,Odisha,59780,,362,3458,0,68,OR
5/11/2020,Odisha,63478,,414,3698,0,52,OR
5/12/2020,Odisha,68057,,437,4579,0,23,OR
5/13/2020,Odisha,72756,,538,4699,0,101,OR
5/14/2020,Odisha,77150,,611,4394,0,73,OR
5/15/2020,Odisha,81919,,672,4769,0,61,OR
4/18/2020,Puducherry,1207,1159,7,1207,1159,7,PY
4/19/2020,Puducherry,1245,1214,7,38,55,0,PY
4/20/2020,Puducherry,1272,1232,7,27,18,0,PY
4/21/2020,Puducherry,1319,1272,7,47,40,0,PY
4/22/2020,Puducherry,1473,1354,7,154,82,0,PY
4/23/2020,Puducherry,1548,1513,7,75,159,0,PY
4/24/2020,Puducherry,1704,1657,7,156,144,0,PY
4/25/2020,Puducherry,1864,1793,8,160,136,1,PY
4/26/2020,Puducherry,1977,1902,8,113,109,0,PY
4/27/2020,Puducherry,2014,1942,8,37,40,0,PY
4/28/2020,Puducherry,2156,2099,8,142,157,0,PY
4/29/2020,Puducherry,2228,2150,8,72,51,0,PY
4/30/2020,Puducherry,2353,2292,8,125,142,0,PY
5/1/2020,Puducherry,2698,2583,9,345,291,1,PY
5/2/2020,Puducherry,2990,2902,12,292,319,3,PY
5/3/2020,Puducherry,3155,3097,12,165,195,0,PY
5/4/2020,Puducherry,3281,3220,12,126,123,0,PY
5/5/2020,Puducherry,3560,3444,12,279,224,0,PY
5/6/2020,Puducherry,3641,3554,12,81,110,0,PY
5/7/2020,Puducherry,3866,3766,13,225,212,1,PY
5/8/2020,Puducherry,4111,3866,15,245,100,2,PY
5/9/2020,Puducherry,4266,4028,16,155,162,1,PY
5/10/2020,Puducherry,4364,4273,17,98,245,1,PY
5/11/2020,Puducherry,4486,4416,17,122,143,0,PY
5/13/2020,Puducherry,4919,4832,18,433,416,1,PY
5/14/2020,Puducherry,5112,4963,18,193,131,0,PY
5/15/2020,Puducherry,5312,5162,21,200,199,3,PY
4/2/2020,Punjab,1434,1236,37,1434,1236,37,PB
4/8/2020,Punjab,2937,2614,106,1503,1378,69,PB
4/9/2020,Punjab,3192,2777,130,255,163,24,PB
4/10/2020,Punjab,3461,2972,151,269,195,21,PB
4/11/2020,Punjab,3909,3249,158,448,277,7,PB
4/12/2020,Punjab,4281,3590,170,372,341,12,PB
4/13/2020,Punjab,4480,3858,176,199,268,6,PB
4/14/2020,Punjab,4844,4047,184,364,189,8,PB
4/15/2020,Punjab,5193,4404,186,349,357,2,PB
4/16/2020,Punjab,5524,4727,197,331,323,11,PB
4/17/2020,Punjab,5988,5113,211,464,386,14,PB
4/18/2020,Punjab,6167,5354,234,179,241,23,PB
4/19/2020,Punjab,6607,5949,244,440,595,10,PB
4/20/2020,Punjab,6797,6273,245,190,324,1,PB
4/21/2020,Punjab,7355,6769,251,558,496,6,PB
4/22/2020,Punjab,7887,7100,257,532,331,6,PB
4/23/2020,Punjab,8757,7433,283,870,333,26,PB
4/24/2020,Punjab,10611,8310,298,1854,877,15,PB
4/25/2020,Punjab,13270,9392,308,2659,1082,10,PB
4/26/2020,Punjab,14317,10497,322,1047,1105,14,PB
4/27/2020,Punjab,15516,12333,330,1199,1836,8,PB
4/28/2020,Punjab,17021,13966,342,1505,1633,12,PB
4/29/2020,Punjab,18670,15690,375,1649,1724,33,PB
4/30/2020,Punjab,21205,17286,480,2535,1596,105,PB
5/1/2020,Punjab,23176,18222,585,1971,936,105,PB
5/2/2020,Punjab,24868,19316,772,1692,1094,187,PB
5/3/2020,Punjab,26439,20197,1102,1571,881,330,PB
5/4/2020,Punjab,28545,21295,1232,2106,1098,130,PB
5/5/2020,Punjab,30199,23352,1451,1654,2057,219,PB
5/6/2020,Punjab,32060,24303,1526,1861,951,75,PB
5/7/2020,Punjab,34701,28933,1644,2641,4630,118,PB
5/8/2020,Punjab,37950,31219,1731,3249,2286,87,PB
5/9/2020,Punjab,39462,33639,1762,1512,2420,31,PB
5/10/2020,Punjab,40962,35293,1823,1500,1654,61,PB
5/11/2020,Punjab,42306,37993,1877,1344,2700,54,PB
5/12/2020,Punjab,43999,39060,1914,1693,1067,37,PB
5/13/2020,Punjab,46026,40637,1924,2027,1577,10,PB
5/14/2020,Punjab,47408,42425,1935,1382,1788,11,PB
5/15/2020,Punjab,49301,44319,1932,1893,1894,-3,PB
4/5/2020,Rajasthan,12279,11439,260,12279,11439,260,RJ
4/7/2020,Rajasthan,17638,16401,363,5359,4962,103,RJ
4/8/2020,Rajasthan,17638,16401,363,0,0,0,RJ
4/9/2020,Rajasthan,19107,17851,463,1469,1450,100,RJ
4/10/2020,Rajasthan,22349,20698,561,3242,2847,98,RJ
4/11/2020,Rajasthan,24857,22583,678,2508,1885,117,RJ
4/12/2020,Rajasthan,28505,25105,796,3648,2522,118,RJ
4/13/2020,Rajasthan,31804,28657,847,3299,3552,51,RJ
4/14/2020,Rajasthan,34928,29376,1005,3124,719,158,RJ
4/15/2020,Rajasthan,37860,31902,1076,2932,2526,71,RJ
4/16/2020,Rajasthan,40778,33739,1101,2918,1837,25,RJ
4/17/2020,Rajasthan,42847,36153,1229,2069,2414,128,RJ
4/18/2020,Rajasthan,47197,39092,1282,4350,2939,53,RJ
4/19/2020,Rajasthan,51614,43537,1478,4417,4445,196,RJ
4/20/2020,Rajasthan,57290,47657,1576,5676,4120,98,RJ
4/21/2020,Rajasthan,61492,54100,1735,4202,6443,159,RJ
4/22/2020,Rajasthan,66257,58552,1888,4765,4452,153,RJ
4/23/2020,Rajasthan,69764,63485,1964,3507,4933,76,RJ
4/24/2020,Rajasthan,74484,68133,2034,4720,4648,70,RJ
4/25/2020,Rajasthan,78993,71806,2083,4509,3673,49,RJ
4/26/2020,Rajasthan,82942,75670,2185,3949,3864,102,RJ
4/27/2020,Rajasthan,87777,80830,2262,4835,5160,77,RJ
4/28/2020,Rajasthan,92506,85834,2364,4729,5004,102,RJ
4/29/2020,Rajasthan,97790,90108,2438,5284,4274,74,RJ
4/30/2020,Rajasthan,103704,,2584,5914,0,146,RJ
5/1/2020,Rajasthan,108543,100277,2666,4839,100277,82,RJ
5/2/2020,Rajasthan,113934,104705,2720,5391,4428,54,RJ
5/3/2020,Rajasthan,120240,112345,2886,6306,7640,166,RJ
5/4/2020,Rajasthan,129258,122513,3061,9018,10168,175,RJ
5/5/2020,Rajasthan,134987,128297,3158,5729,5784,97,RJ
5/6/2020,Rajasthan,139580,134172,3317,4593,5875,159,RJ
5/7/2020,Rajasthan,145510,139830,3427,5930,5658,110,RJ
5/8/2020,Rajasthan,152245,146198,3579,6735,6368,152,RJ
5/9/2020,Rajasthan,159157,152296,3708,6912,6098,129,RJ
5/10/2020,Rajasthan,166424,158830,3814,7267,6534,106,RJ
5/11/2020,Rajasthan,176130,168546,3988,9706,9716,174,RJ
5/12/2020,Rajasthan,185610,,4126,9480,0,138,RJ
5/13/2020,Rajasthan,194683,186125,4328,9073,186125,202,RJ
5/14/2020,Rajasthan,204243,197269,4534,9560,11144,206,RJ
5/15/2020,Rajasthan,212317,203770,4747,8074,6501,213,RJ
5/4/2020,Sikkim,170,169,0,170,169,0,SK
5/5/2020,Sikkim,181,171,0,11,2,0,SK
5/6/2020,Sikkim,189,189,0,8,18,0,SK
5/7/2020,Sikkim,216,207,0,27,18,0,SK
5/8/2020,Sikkim,216,214,0,0,7,0,SK
5/9/2020,Sikkim,219,219,0,3,5,0,SK
5/10/2020,Sikkim,219,219,0,0,0,0,SK
5/11/2020,Sikkim,219,219,0,0,0,0,SK
5/12/2020,Sikkim,348,229,0,129,10,0,SK
5/13/2020,Sikkim,439,268,0,91,39,0,SK
5/14/2020,Sikkim,579,292,0,140,24,0,SK
5/15/2020,Sikkim,348,229,0,-231,-63,0,SK
4/3/2020,Tamil Nadu,3684,2789,411,3684,2789,411,TN
4/8/2020,Tamil Nadu,5305,4414,690,1621,1625,279,TN
4/9/2020,Tamil Nadu,7267,5824,834,1962,1410,144,TN
4/10/2020,Tamil Nadu,8410,6838,911,1143,1014,77,TN
4/11/2020,Tamil Nadu,9842,7779,969,1432,941,58,TN
4/12/2020,Tamil Nadu,10655,,1075,813,0,106,TN
4/13/2020,Tamil Nadu,12746,,1173,2091,0,98,TN
4/14/2020,Tamil Nadu,19255,13234,1204,6509,13234,31,TN
4/15/2020,Tamil Nadu,21994,15210,1242,2739,1976,38,TN
4/16/2020,Tamil Nadu,26005,18743,1267,4011,3533,25,TN
4/17/2020,Tamil Nadu,29673,21628,1323,3668,2885,56,TN
4/18/2020,Tamil Nadu,35036,27192,1372,5363,5564,49,TN
4/19/2020,Tamil Nadu,40876,31853,1477,5840,4661,105,TN
4/20/2020,Tamil Nadu,46985,38082,1520,6109,6229,43,TN
4/21/2020,Tamil Nadu,53045,43582,1596,6060,5500,76,TN
4/22/2020,Tamil Nadu,59023,49506,1629,5978,5924,33,TN
4/23/2020,Tamil Nadu,65977,56836,1683,6954,7330,54,TN
4/24/2020,Tamil Nadu,72403,62596,1755,6426,5760,72,TN
4/25/2020,Tamil Nadu,80110,69390,1821,7707,6794,66,TN
4/26/2020,Tamil Nadu,87605,77133,1885,7495,7743,64,TN
4/27/2020,Tamil Nadu,94781,83021,1937,7176,5888,52,TN
4/28/2020,Tamil Nadu,101874,97908,2058,7093,14887,121,TN
4/29/2020,Tamil Nadu,109961,105864,2162,8087,7956,104,TN
4/30/2020,Tamil Nadu,119748,115761,2323,9787,9897,161,TN
5/1/2020,Tamil Nadu,129363,124852,2526,9615,9091,203,TN
5/2/2020,Tamil Nadu,139490,135698,2757,10127,10846,231,TN
5/3/2020,Tamil Nadu,150107,145520,3023,10617,9822,266,TN
5/4/2020,Tamil Nadu,162970,158558,3550,12863,13038,527,TN
5/5/2020,Tamil Nadu,174828,170174,4058,11858,11616,508,TN
5/6/2020,Tamil Nadu,188241,182541,4829,13413,12367,771,TN
5/7/2020,Tamil Nadu,202436,195831,5409,14195,13290,580,TN
5/8/2020,Tamil Nadu,216416,209495,6009,13980,13664,600,TN
5/9/2020,Tamil Nadu,229670,222576,6535,13254,13081,526,TN
5/10/2020,Tamil Nadu,243037,235157,7204,13367,12581,669,TN
5/11/2020,Tamil Nadu,254899,245562,8002,11862,10405,798,TN
5/12/2020,Tamil Nadu,266687,256720,8718,11788,11158,716,TN
5/13/2020,Tamil Nadu,279467,269758,9227,12780,13038,509,TN
5/14/2020,Tamil Nadu,291432,281001,9674,11965,11243,447,TN
5/15/2020,Tamil Nadu,303104,292045,10108,11672,11044,434,TN
4/19/2020,Telangana,14962,14104,858,14962,14104,858,TG
4/28/2020,Telangana,19063,,1009,4101,0,151,TG
4/29/2020,Telangana,19278,,1016,215,0,7,TG
4/11/2020,Tripura,337,335,2,337,335,2,TR
4/15/2020,Tripura,738,,2,401,0,0,TR
4/16/2020,Tripura,762,760,2,24,760,0,TR
4/21/2020,Tripura,2604,2602,2,1842,1842,0,TR
4/22/2020,Tripura,3215,3123,2,611,521,0,TR
5/1/2020,Tripura,4828,4825,3,1613,1702,1,TR
5/2/2020,Tripura,4955,4950,5,127,125,2,TR
5/3/2020,Tripura,5162,5157,5,207,207,0,TR
5/4/2020,Tripura,5394,5377,17,232,220,12,TR
5/5/2020,Tripura,5850,5820,30,456,443,13,TR
5/6/2020,Tripura,6228,6185,43,378,365,13,TR
5/7/2020,Tripura,6917,6828,89,689,643,46,TR
5/8/2020,Tripura,7448,7359,89,531,531,0,TR
5/9/2020,Tripura,8340,8221,119,892,862,30,TR
5/10/2020,Tripura,9091,8955,136,751,734,17,TR
5/11/2020,Tripura,9596,9442,154,505,487,18,TR
5/12/2020,Tripura,10344,10189,155,748,747,1,TR
5/13/2020,Tripura,11146,10991,155,802,802,0,TR
5/14/2020,Tripura,11804,11648,156,658,657,1,TR
5/15/2020,Tripura,12561,12405,156,757,757,0,TR
4/5/2020,Uttar Pradesh,5255,4796,278,5255,4796,278,UP
4/5/2020,Uttar Pradesh,5255,4796,278,0,0,0,UP
4/9/2020,Uttar Pradesh,8402,7898,410,3147,3102,132,UP
4/10/2020,Uttar Pradesh,9332,8798,433,930,900,23,UP
4/11/2020,Uttar Pradesh,10595,10012,452,1263,1214,19,UP
4/12/2020,Uttar Pradesh,11855,11250,483,1260,1238,31,UP
4/13/2020,Uttar Pradesh,13287,12542,558,1432,1292,75,UP
4/14/2020,Uttar Pradesh,15914,15134,660,2627,2592,102,UP
4/15/2020,Uttar Pradesh,19506,18595,727,3592,3461,67,UP
4/16/2020,Uttar Pradesh,21384,20374,805,1878,1779,78,UP
4/17/2020,Uttar Pradesh,24643,23648,849,3259,3274,44,UP
4/18/2020,Uttar Pradesh,28484,27262,974,3841,3614,125,UP
4/19/2020,Uttar Pradesh,31767,,1100,3283,0,126,UP
4/20/2020,Uttar Pradesh,34326,32874,1184,2559,32874,84,UP
4/21/2020,Uttar Pradesh,37933,36378,1337,3607,3504,153,UP
4/22/2020,Uttar Pradesh,42192,40263,1449,4259,3885,112,UP
4/23/2020,Uttar Pradesh,45483,43495,1510,3291,3232,61,UP
4/24/2020,Uttar Pradesh,53166,51161,1621,7683,7666,111,UP
4/25/2020,Uttar Pradesh,56851,54216,1793,3685,3055,172,UP
4/26/2020,Uttar Pradesh,61799,58492,1873,4948,4276,80,UP
4/27/2020,Uttar Pradesh,67145,64139,1896,5346,5647,23,UP
4/28/2020,Uttar Pradesh,70307,67266,2053,3162,3127,157,UP
4/29/2020,Uttar Pradesh,73716,70436,2134,3409,3170,81,UP
4/30/2020,Uttar Pradesh,78013,74864,2211,4297,4428,77,UP
5/1/2020,Uttar Pradesh,82459,79091,2328,4446,4227,117,UP
5/2/2020,Uttar Pradesh,85729,82356,2487,3270,3265,159,UP
5/3/2020,Uttar Pradesh,95841,91828,2645,10112,9472,158,UP
5/4/2020,Uttar Pradesh,98300,94682,2766,2459,2854,121,UP
5/5/2020,Uttar Pradesh,105234,101389,2880,6934,6707,114,UP
5/6/2020,Uttar Pradesh,109888,106043,2998,4654,4654,118,UP
5/7/2020,Uttar Pradesh,113670,109628,3071,3782,3585,73,UP
5/8/2020,Uttar Pradesh,119688,115646,3214,6018,6018,143,UP
5/9/2020,Uttar Pradesh,124791,120764,3373,5103,5118,159,UP
5/10/2020,Uttar Pradesh,129955,125696,3467,5164,4932,94,UP
5/11/2020,Uttar Pradesh,135760,131293,3573,5805,5597,106,UP
5/12/2020,Uttar Pradesh,140166,135754,3664,4406,4461,91,UP
5/13/2020,Uttar Pradesh,145637,141068,3578,5471,5314,-86,UP
5/14/2020,Uttar Pradesh,153139,147755,3902,7502,6687,324,UP
5/15/2020,Uttar Pradesh,159282,153588,4057,6143,5833,155,UP
4/2/2020,Uttarakhand,678,554,7,678,554,7,UT
4/7/2020,Uttarakhand,1289,1092,32,611,538,25,UT
4/9/2020,Uttarakhand,1531,1235,35,242,143,3,UT
4/10/2020,Uttarakhand,1688,1320,35,157,85,0,UT
4/11/2020,Uttarakhand,1705,1340,35,17,20,0,UT
4/12/2020,Uttarakhand,1820,1452,35,115,112,0,UT
4/13/2020,Uttarakhand,1998,1665,35,178,213,0,UT
4/14/2020,Uttarakhand,2174,1838,35,176,173,0,UT
4/15/2020,Uttarakhand,2413,2022,37,239,184,2,UT
4/16/2020,Uttarakhand,2593,2210,37,180,188,0,UT
4/17/2020,Uttarakhand,2831,2420,40,238,210,3,UT
4/18/2020,Uttarakhand,3158,2710,42,327,290,2,UT
4/19/2020,Uttarakhand,3344,3046,44,186,336,2,UT
4/20/2020,Uttarakhand,3677,3228,46,333,182,2,UT
4/21/2020,Uttarakhand,4061,3445,46,384,217,0,UT
4/22/2020,Uttarakhand,4275,3664,46,214,219,0,UT
4/23/2020,Uttarakhand,4473,3879,47,198,215,1,UT
4/24/2020,Uttarakhand,4767,4239,48,294,360,1,UT
4/25/2020,Uttarakhand,5194,4423,48,427,184,0,UT
4/26/2020,Uttarakhand,5277,4675,50,83,252,2,UT
4/27/2020,Uttarakhand,5463,4912,51,186,237,1,UT
4/28/2020,Uttarakhand,5739,5212,52,276,300,1,UT
4/29/2020,Uttarakhand,6046,5547,54,307,335,2,UT
4/30/2020,Uttarakhand,6565,6100,57,519,553,3,UT
5/1/2020,Uttarakhand,7042,6533,57,477,433,0,UT
5/2/2020,Uttarakhand,7369,6786,59,327,253,2,UT
5/3/2020,Uttarakhand,7578,6986,60,209,200,1,UT
5/4/2020,Uttarakhand,7806,7134,60,228,148,0,UT
5/5/2020,Uttarakhand,8060,7357,61,254,223,1,UT
5/6/2020,Uttarakhand,8346,7698,61,286,341,0,UT
5/7/2020,Uttarakhand,8783,8138,61,437,440,0,UT
5/8/2020,Uttarakhand,9116,8485,61,333,347,0,UT
5/9/2020,Uttarakhand,9386,8659,67,270,174,6,UT
5/10/2020,Uttarakhand,9668,8990,68,282,331,1,UT
5/11/2020,Uttarakhand,9915,9151,68,247,161,0,UT
5/12/2020,Uttarakhand,10471,9390,68,556,239,0,UT
5/13/2020,Uttarakhand,10792,9750,70,321,360,2,UT
5/14/2020,Uttarakhand,11294,10157,75,502,407,5,UT
5/15/2020,Uttarakhand,12045,10523,79,751,366,4,UT
4/1/2020,West Bengal,659,568,37,659,568,37,WB
4/4/2020,West Bengal,1042,,,383,0,0,WB
4/6/2020,West Bengal,1301,,,259,0,0,WB
4/7/2020,West Bengal,1487,,,186,0,0,WB
4/9/2020,West Bengal,1889,,,402,0,0,WB
4/10/2020,West Bengal,2095,,,206,0,0,WB
4/11/2020,West Bengal,2286,,126,191,0,126,WB
4/12/2020,West Bengal,2523,,134,237,0,8,WB
4/13/2020,West Bengal,2793,,152,270,0,18,WB
4/14/2020,West Bengal,3081,,190,288,0,38,WB
4/15/2020,West Bengal,3470,,213,389,0,23,WB
4/16/2020,West Bengal,3811,,231,341,0,18,WB
4/17/2020,West Bengal,4212,,255,401,0,24,WB
4/18/2020,West Bengal,4630,,287,418,0,32,WB
4/19/2020,West Bengal,5045,,310,415,0,23,WB
4/20/2020,West Bengal,5469,,339,424,0,29,WB
4/21/2020,West Bengal,6182,,392,713,0,53,WB
4/22/2020,West Bengal,7037,,423,855,0,31,WB
4/23/2020,West Bengal,7990,,456,953,0,33,WB
4/24/2020,West Bengal,8933,,514,943,0,58,WB
4/25/2020,West Bengal,9880,,571,947,0,57,WB
4/26/2020,West Bengal,10893,,611,1013,0,40,WB
4/27/2020,West Bengal,12043,,649,1150,0,38,WB
4/28/2020,West Bengal,13223,,697,1180,0,48,WB
4/29/2020,West Bengal,14620,,725,1397,0,28,WB
4/30/2020,West Bengal,16525,,758,1905,0,33,WB
5/1/2020,West Bengal,18566,,,2041,0,0,WB
5/2/2020,West Bengal,20976,,795,2410,0,795,WB
5/3/2020,West Bengal,22915,,922,1939,0,127,WB
5/4/2020,West Bengal,25116,,1259,2201,0,337,WB
5/5/2020,West Bengal,27571,,1344,2455,0,85,WB
5/6/2020,West Bengal,30141,,1456,2570,0,112,WB
5/7/2020,West Bengal,32752,,1548,2611,0,92,WB
5/8/2020,West Bengal,35767,,1678,3015,0,130,WB
5/9/2020,West Bengal,39368,,1786,3601,0,108,WB
5/10/2020,West Bengal,43414,,1939,4046,0,153,WB
5/11/2020,West Bengal,47615,,2063,4201,0,124,WB
5/12/2020,West Bengal,52622,,2173,5007,0,110,WB
5/13/2020,West Bengal,57632,,2290,5010,0,117,WB
5/14/2020,West Bengal,62837,,1394,5205,0,-896,WB
5/15/2020,West Bengal,69543,,1407,6706,0,13,WB
