date,location,new_cases,new_deaths,total_cases,total_deaths
15/5/20,Czech Republic,82,3,8351,293
16/5/20,Czech Republic,55,2,8406,295
11/3/20,Democratic Republic of Congo,1,0,1,0
14/3/20,Democratic Republic of Congo,1,0,2,0
15/3/20,Democratic Republic of Congo,0,0,2,0
16/3/20,Democratic Republic of Congo,0,0,2,0
17/3/20,Democratic Republic of Congo,1,0,3,0
18/3/20,Democratic Republic of Congo,0,0,3,0
19/3/20,Democratic Republic of Congo,11,0,14,0
20/3/20,Democratic Republic of Congo,0,0,14,0
21/3/20,Democratic Republic of Congo,0,0,14,0
22/3/20,Democratic Republic of Congo,9,1,23,1
23/3/20,Democratic Republic of Congo,3,1,26,2
24/3/20,Democratic Republic of Congo,0,0,26,2
25/3/20,Democratic Republic of Congo,19,1,45,3
26/3/20,Democratic Republic of Congo,0,0,45,3
27/3/20,Democratic Republic of Congo,9,1,54,4
28/3/20,Democratic Republic of Congo,4,0,58,4
29/3/20,Democratic Republic of Congo,0,2,58,6
30/3/20,Democratic Republic of Congo,23,2,81,8
31/3/20,Democratic Republic of Congo,17,0,98,8
1/4/20,Democratic Republic of Congo,0,0,98,8
2/4/20,Democratic Republic of Congo,25,3,123,11
3/4/20,Democratic Republic of Congo,0,0,123,11
4/4/20,Democratic Republic of Congo,11,2,134,13
5/4/20,Democratic Republic of Congo,20,5,154,18
6/4/20,Democratic Republic of Congo,0,0,154,18
7/4/20,Democratic Republic of Congo,7,0,161,18
8/4/20,Democratic Republic of Congo,19,0,180,18
9/4/20,Democratic Republic of Congo,3,2,183,20
10/4/20,Democratic Republic of Congo,32,0,215,20
11/4/20,Democratic Republic of Congo,8,0,223,20
12/4/20,Democratic Republic of Congo,11,0,234,20
13/4/20,Democratic Republic of Congo,0,0,234,20
14/4/20,Democratic Republic of Congo,1,0,235,20
15/4/20,Democratic Republic of Congo,19,1,254,21
16/4/20,Democratic Republic of Congo,13,1,267,22
17/4/20,Democratic Republic of Congo,20,1,287,23
18/4/20,Democratic Republic of Congo,20,2,307,25
19/4/20,Democratic Republic of Congo,20,0,327,25
20/4/20,Democratic Republic of Congo,5,0,332,25
21/4/20,Democratic Republic of Congo,18,0,350,25
22/4/20,Democratic Republic of Congo,9,0,359,25
23/4/20,Democratic Republic of Congo,18,0,377,25
24/4/20,Democratic Republic of Congo,17,0,394,25
25/4/20,Democratic Republic of Congo,22,3,416,28
26/4/20,Democratic Republic of Congo,26,0,442,28
27/4/20,Democratic Republic of Congo,17,0,459,28
28/4/20,Democratic Republic of Congo,12,2,471,30
29/4/20,Democratic Republic of Congo,20,0,491,30
30/4/20,Democratic Republic of Congo,9,1,500,31
1/5/20,Democratic Republic of Congo,72,0,572,31
2/5/20,Democratic Republic of Congo,32,1,604,32
3/5/20,Democratic Republic of Congo,70,1,674,33
4/5/20,Democratic Republic of Congo,10,1,684,34
5/5/20,Democratic Republic of Congo,0,0,684,34
6/5/20,Democratic Republic of Congo,21,0,705,34
7/5/20,Democratic Republic of Congo,158,2,863,36
8/5/20,Democratic Republic of Congo,34,0,897,36
9/5/20,Democratic Republic of Congo,40,3,937,39
10/5/20,Democratic Republic of Congo,54,2,991,41
11/5/20,Democratic Republic of Congo,33,0,1024,41
12/5/20,Democratic Republic of Congo,78,3,1102,44
13/5/20,Democratic Republic of Congo,67,6,1169,50
14/5/20,Democratic Republic of Congo,73,0,1242,50
15/5/20,Democratic Republic of Congo,56,0,1298,50
16/5/20,Democratic Republic of Congo,71,11,1369,61
31/12/19,Denmark,0,0,0,0
1/1/20,Denmark,0,0,0,0
2/1/20,Denmark,0,0,0,0
3/1/20,Denmark,0,0,0,0
4/1/20,Denmark,0,0,0,0
5/1/20,Denmark,0,0,0,0
6/1/20,Denmark,0,0,0,0
7/1/20,Denmark,0,0,0,0
8/1/20,Denmark,0,0,0,0
9/1/20,Denmark,0,0,0,0
10/1/20,Denmark,0,0,0,0
11/1/20,Denmark,0,0,0,0
12/1/20,Denmark,0,0,0,0
13/1/20,Denmark,0,0,0,0
14/1/20,Denmark,0,0,0,0
15/1/20,Denmark,0,0,0,0
16/1/20,Denmark,0,0,0,0
17/1/20,Denmark,0,0,0,0
18/1/20,Denmark,0,0,0,0
19/1/20,Denmark,0,0,0,0
20/1/20,Denmark,0,0,0,0
21/1/20,Denmark,0,0,0,0
22/1/20,Denmark,0,0,0,0
23/1/20,Denmark,0,0,0,0
24/1/20,Denmark,0,0,0,0
25/1/20,Denmark,0,0,0,0
26/1/20,Denmark,0,0,0,0
27/1/20,Denmark,0,0,0,0
28/1/20,Denmark,0,0,0,0
29/1/20,Denmark,0,0,0,0
30/1/20,Denmark,0,0,0,0
31/1/20,Denmark,0,0,0,0
1/2/20,Denmark,0,0,0,0
2/2/20,Denmark,0,0,0,0
3/2/20,Denmark,0,0,0,0
4/2/20,Denmark,0,0,0,0
5/2/20,Denmark,0,0,0,0
6/2/20,Denmark,0,0,0,0
7/2/20,Denmark,0,0,0,0
8/2/20,Denmark,0,0,0,0
9/2/20,Denmark,0,0,0,0
10/2/20,Denmark,0,0,0,0
11/2/20,Denmark,0,0,0,0
12/2/20,Denmark,0,0,0,0
13/2/20,Denmark,0,0,0,0
14/2/20,Denmark,0,0,0,0
15/2/20,Denmark,0,0,0,0
16/2/20,Denmark,0,0,0,0
17/2/20,Denmark,0,0,0,0
18/2/20,Denmark,0,0,0,0
19/2/20,Denmark,0,0,0,0
20/2/20,Denmark,0,0,0,0
21/2/20,Denmark,0,0,0,0
22/2/20,Denmark,0,0,0,0
23/2/20,Denmark,0,0,0,0
24/2/20,Denmark,0,0,0,0
25/2/20,Denmark,0,0,0,0
26/2/20,Denmark,0,0,0,0
27/2/20,Denmark,1,0,1,0
28/2/20,Denmark,0,0,1,0
29/2/20,Denmark,1,0,2,0
1/3/20,Denmark,1,0,3,0
2/3/20,Denmark,1,0,4,0
3/3/20,Denmark,1,0,5,0
4/3/20,Denmark,3,0,8,0
5/3/20,Denmark,2,0,10,0
6/3/20,Denmark,10,0,20,0
7/3/20,Denmark,3,0,23,0
8/3/20,Denmark,8,0,31,0
9/3/20,Denmark,7,0,38,0
10/3/20,Denmark,75,0,113,0
11/3/20,Denmark,151,0,264,0
12/3/20,Denmark,252,0,516,0
13/3/20,Denmark,160,0,676,0
14/3/20,Denmark,128,0,804,0
15/3/20,Denmark,23,0,827,0
16/3/20,Denmark,48,1,875,1
17/3/20,Denmark,57,0,932,1
18/3/20,Denmark,92,3,1024,4
19/3/20,Denmark,91,0,1115,4
20/3/20,Denmark,36,2,1151,6
21/3/20,Denmark,104,3,1255,9
22/3/20,Denmark,71,4,1326,13
23/3/20,Denmark,69,0,1395,13
24/3/20,Denmark,65,11,1460,24
25/3/20,Denmark,131,8,1591,32
26/3/20,Denmark,133,2,1724,34
27/3/20,Denmark,153,7,1877,41
28/3/20,Denmark,169,11,2046,52
29/3/20,Denmark,155,13,2201,65
30/3/20,Denmark,194,7,2395,72
31/3/20,Denmark,182,5,2577,77
1/4/20,Denmark,283,13,2860,90
2/4/20,Denmark,247,14,3107,104
3/4/20,Denmark,279,19,3386,123
4/4/20,Denmark,371,16,3757,139
5/4/20,Denmark,320,22,4077,161
6/4/20,Denmark,292,18,4369,179
7/4/20,Denmark,312,8,4681,187
8/4/20,Denmark,390,16,5071,203
9/4/20,Denmark,331,15,5402,218
10/4/20,Denmark,233,19,5635,237
11/4/20,Denmark,184,10,5819,247
12/4/20,Denmark,177,13,5996,260
13/4/20,Denmark,178,13,6174,273
14/4/20,Denmark,144,12,6318,285
15/4/20,Denmark,193,14,6511,299
16/4/20,Denmark,170,10,6681,309
17/4/20,Denmark,198,12,6879,321
18/4/20,Denmark,194,15,7073,336
19/4/20,Denmark,169,10,7242,346
20/4/20,Denmark,142,9,7384,355
21/4/20,Denmark,131,9,7515,364
22/4/20,Denmark,180,6,7695,370
23/4/20,Denmark,217,14,7912,384
24/4/20,Denmark,161,10,8073,394
25/4/20,Denmark,137,9,8210,403
26/4/20,Denmark,235,15,8445,418
27/4/20,Denmark,130,4,8575,422
28/4/20,Denmark,123,5,8698,427
29/4/20,Denmark,153,7,8851,434
30/4/20,Denmark,157,9,9008,443
1/5/20,Denmark,150,9,9158,452
2/5/20,Denmark,153,8,9311,460
3/5/20,Denmark,96,15,9407,475
4/5/20,Denmark,116,9,9523,484
5/5/20,Denmark,147,9,9670,493
6/5/20,Denmark,151,10,9821,503
7/5/20,Denmark,162,3,9983,506
8/5/20,Denmark,100,8,10083,514
9/5/20,Denmark,135,8,10218,522
10/5/20,Denmark,101,4,10319,526
11/5/20,Denmark,110,3,10429,529
12/5/20,Denmark,84,4,10513,533
13/5/20,Denmark,78,-6,10591,527
14/5/20,Denmark,76,6,10667,533
15/5/20,Denmark,46,4,10713,537
16/5/20,Denmark,78,0,10791,537
19/3/20,Djibouti,1,0,1,0
20/3/20,Djibouti,0,0,1,0
21/3/20,Djibouti,0,0,1,0
22/3/20,Djibouti,0,0,1,0
23/3/20,Djibouti,0,0,1,0
24/3/20,Djibouti,2,0,3,0
25/3/20,Djibouti,0,0,3,0
26/3/20,Djibouti,9,0,12,0
27/3/20,Djibouti,0,0,12,0
28/3/20,Djibouti,1,0,13,0
29/3/20,Djibouti,2,0,15,0
30/3/20,Djibouti,4,0,19,0
31/3/20,Djibouti,7,0,26,0
1/4/20,Djibouti,5,0,31,0
2/4/20,Djibouti,3,0,34,0
3/4/20,Djibouti,7,0,41,0
4/4/20,Djibouti,0,0,41,0
5/4/20,Djibouti,10,0,51,0
6/4/20,Djibouti,8,0,59,0
7/4/20,Djibouti,31,0,90,0
8/4/20,Djibouti,31,0,121,0
9/4/20,Djibouti,14,0,135,0
10/4/20,Djibouti,5,1,140,1
11/4/20,Djibouti,10,0,150,1
12/4/20,Djibouti,37,1,187,2
13/4/20,Djibouti,27,0,214,2
14/4/20,Djibouti,84,0,298,2
15/4/20,Djibouti,65,0,363,2
16/4/20,Djibouti,72,0,435,2
17/4/20,Djibouti,156,0,591,2
18/4/20,Djibouti,141,0,732,2
19/4/20,Djibouti,0,0,732,2
20/4/20,Djibouti,114,0,846,2
21/4/20,Djibouti,0,0,846,2
22/4/20,Djibouti,99,0,945,2
23/4/20,Djibouti,29,0,974,2
24/4/20,Djibouti,12,0,986,2
25/4/20,Djibouti,13,0,999,2
26/4/20,Djibouti,9,0,1008,2
27/4/20,Djibouti,15,0,1023,2
28/4/20,Djibouti,12,0,1035,2
29/4/20,Djibouti,37,0,1072,2
30/4/20,Djibouti,5,0,1077,2
1/5/20,Djibouti,12,0,1089,2
2/5/20,Djibouti,8,0,1097,2
3/5/20,Djibouti,15,0,1112,2
4/5/20,Djibouti,0,0,1112,2
5/5/20,Djibouti,4,0,1116,2
6/5/20,Djibouti,4,0,1120,2
7/5/20,Djibouti,0,1,1120,3
8/5/20,Djibouti,13,0,1133,3
9/5/20,Djibouti,2,0,1135,3
10/5/20,Djibouti,54,0,1189,3
11/5/20,Djibouti,21,0,1210,3
12/5/20,Djibouti,17,0,1227,3
13/5/20,Djibouti,29,0,1256,3
14/5/20,Djibouti,12,0,1268,3
15/5/20,Djibouti,16,0,1284,3
16/5/20,Djibouti,25,1,1309,4
23/3/20,Dominica,1,0,1,0
24/3/20,Dominica,0,0,1,0
25/3/20,Dominica,1,0,2,0
26/3/20,Dominica,5,0,7,0
27/3/20,Dominica,4,0,11,0
28/3/20,Dominica,0,0,11,0
29/3/20,Dominica,0,0,11,0
30/3/20,Dominica,0,0,11,0
31/3/20,Dominica,0,0,11,0
1/4/20,Dominica,0,0,11,0
2/4/20,Dominica,1,0,12,0
3/4/20,Dominica,0,0,12,0
4/4/20,Dominica,2,0,14,0
5/4/20,Dominica,0,0,14,0
6/4/20,Dominica,0,0,14,0
7/4/20,Dominica,1,0,15,0
8/4/20,Dominica,0,0,15,0
9/4/20,Dominica,0,0,15,0
10/4/20,Dominica,1,0,16,0
11/4/20,Dominica,0,0,16,0
12/4/20,Dominica,0,0,16,0
13/4/20,Dominica,0,0,16,0
14/4/20,Dominica,0,0,16,0
15/4/20,Dominica,0,0,16,0
16/4/20,Dominica,0,0,16,0
17/4/20,Dominica,0,0,16,0
18/4/20,Dominica,0,0,16,0
19/4/20,Dominica,0,0,16,0
20/4/20,Dominica,0,0,16,0
21/4/20,Dominica,0,0,16,0
22/4/20,Dominica,0,0,16,0
23/4/20,Dominica,0,0,16,0
24/4/20,Dominica,0,0,16,0
25/4/20,Dominica,0,0,16,0
26/4/20,Dominica,0,0,16,0
27/4/20,Dominica,0,0,16,0
28/4/20,Dominica,0,0,16,0
29/4/20,Dominica,0,0,16,0
30/4/20,Dominica,0,0,16,0
1/5/20,Dominica,0,0,16,0
2/5/20,Dominica,0,0,16,0
3/5/20,Dominica,0,0,16,0
4/5/20,Dominica,0,0,16,0
5/5/20,Dominica,0,0,16,0
6/5/20,Dominica,0,0,16,0
7/5/20,Dominica,0,0,16,0
8/5/20,Dominica,0,0,16,0
9/5/20,Dominica,0,0,16,0
10/5/20,Dominica,0,0,16,0
11/5/20,Dominica,0,0,16,0
12/5/20,Dominica,0,0,16,0
13/5/20,Dominica,0,0,16,0
14/5/20,Dominica,0,0,16,0
15/5/20,Dominica,0,0,16,0
16/5/20,Dominica,0,0,16,0
31/12/19,Dominican Republic,0,0,0,0
1/1/20,Dominican Republic,0,0,0,0
2/1/20,Dominican Republic,0,0,0,0
3/1/20,Dominican Republic,0,0,0,0
4/1/20,Dominican Republic,0,0,0,0
5/1/20,Dominican Republic,0,0,0,0
6/1/20,Dominican Republic,0,0,0,0
7/1/20,Dominican Republic,0,0,0,0
8/1/20,Dominican Republic,0,0,0,0
9/1/20,Dominican Republic,0,0,0,0
10/1/20,Dominican Republic,0,0,0,0
11/1/20,Dominican Republic,0,0,0,0
12/1/20,Dominican Republic,0,0,0,0
13/1/20,Dominican Republic,0,0,0,0
14/1/20,Dominican Republic,0,0,0,0
15/1/20,Dominican Republic,0,0,0,0
16/1/20,Dominican Republic,0,0,0,0
17/1/20,Dominican Republic,0,0,0,0
18/1/20,Dominican Republic,0,0,0,0
19/1/20,Dominican Republic,0,0,0,0
20/1/20,Dominican Republic,0,0,0,0
21/1/20,Dominican Republic,0,0,0,0
22/1/20,Dominican Republic,0,0,0,0
23/1/20,Dominican Republic,0,0,0,0
24/1/20,Dominican Republic,0,0,0,0
25/1/20,Dominican Republic,0,0,0,0
26/1/20,Dominican Republic,0,0,0,0
27/1/20,Dominican Republic,0,0,0,0
28/1/20,Dominican Republic,0,0,0,0
29/1/20,Dominican Republic,0,0,0,0
30/1/20,Dominican Republic,0,0,0,0
31/1/20,Dominican Republic,0,0,0,0
1/2/20,Dominican Republic,0,0,0,0
2/2/20,Dominican Republic,0,0,0,0
3/2/20,Dominican Republic,0,0,0,0
4/2/20,Dominican Republic,0,0,0,0
5/2/20,Dominican Republic,0,0,0,0
6/2/20,Dominican Republic,0,0,0,0
7/2/20,Dominican Republic,0,0,0,0
8/2/20,Dominican Republic,0,0,0,0
9/2/20,Dominican Republic,0,0,0,0
10/2/20,Dominican Republic,0,0,0,0
11/2/20,Dominican Republic,0,0,0,0
12/2/20,Dominican Republic,0,0,0,0
13/2/20,Dominican Republic,0,0,0,0
14/2/20,Dominican Republic,0,0,0,0
15/2/20,Dominican Republic,0,0,0,0
16/2/20,Dominican Republic,0,0,0,0
17/2/20,Dominican Republic,0,0,0,0
18/2/20,Dominican Republic,0,0,0,0
19/2/20,Dominican Republic,0,0,0,0
20/2/20,Dominican Republic,0,0,0,0
21/2/20,Dominican Republic,0,0,0,0
22/2/20,Dominican Republic,0,0,0,0
23/2/20,Dominican Republic,0,0,0,0
24/2/20,Dominican Republic,0,0,0,0
25/2/20,Dominican Republic,0,0,0,0
26/2/20,Dominican Republic,0,0,0,0
27/2/20,Dominican Republic,0,0,0,0
28/2/20,Dominican Republic,0,0,0,0
29/2/20,Dominican Republic,0,0,0,0
1/3/20,Dominican Republic,0,0,0,0
2/3/20,Dominican Republic,1,0,1,0
7/3/20,Dominican Republic,1,0,2,0
10/3/20,Dominican Republic,3,0,5,0
14/3/20,Dominican Republic,6,0,11,0
15/3/20,Dominican Republic,0,0,11,0
16/3/20,Dominican Republic,0,0,11,0
17/3/20,Dominican Republic,0,0,11,0
18/3/20,Dominican Republic,0,0,11,0
19/3/20,Dominican Republic,10,0,21,0
20/3/20,Dominican Republic,0,0,21,0
21/3/20,Dominican Republic,13,2,34,2
22/3/20,Dominican Republic,78,1,112,3
23/3/20,Dominican Republic,90,0,202,3
24/3/20,Dominican Republic,43,0,245,3
25/3/20,Dominican Republic,67,3,312,6
26/3/20,Dominican Republic,80,4,392,10
27/3/20,Dominican Republic,96,0,488,10
28/3/20,Dominican Republic,93,10,581,20
29/3/20,Dominican Republic,138,8,719,28
30/3/20,Dominican Republic,140,11,859,39
31/3/20,Dominican Republic,42,3,901,42
1/4/20,Dominican Republic,208,9,1109,51
2/4/20,Dominican Republic,175,6,1284,57
3/4/20,Dominican Republic,96,3,1380,60
4/4/20,Dominican Republic,108,8,1488,68
5/4/20,Dominican Republic,90,9,1578,77
6/4/20,Dominican Republic,167,5,1745,82
7/4/20,Dominican Republic,83,4,1828,86
8/4/20,Dominican Republic,128,12,1956,98
9/4/20,Dominican Republic,155,10,2111,108
10/4/20,Dominican Republic,238,10,2349,118
11/4/20,Dominican Republic,271,8,2620,126
12/4/20,Dominican Republic,139,9,2759,135
13/4/20,Dominican Republic,208,38,2967,173
14/4/20,Dominican Republic,200,4,3167,177
15/4/20,Dominican Republic,119,6,3286,183
16/4/20,Dominican Republic,328,6,3614,189
17/4/20,Dominican Republic,141,7,3755,196
18/4/20,Dominican Republic,371,4,4126,200
19/4/20,Dominican Republic,209,17,4335,217
20/4/20,Dominican Republic,345,9,4680,226
21/4/20,Dominican Republic,284,9,4964,235
22/4/20,Dominican Republic,80,10,5044,245
23/4/20,Dominican Republic,256,15,5300,260
24/4/20,Dominican Republic,243,5,5543,265
25/4/20,Dominican Republic,206,2,5749,267
26/4/20,Dominican Republic,177,6,5926,273
27/4/20,Dominican Republic,209,5,6135,278
28/4/20,Dominican Republic,0,0,6135,278
29/4/20,Dominican Republic,281,8,6416,286
30/4/20,Dominican Republic,236,7,6652,293
1/5/20,Dominican Republic,320,8,6972,301
2/5/20,Dominican Republic,316,12,7288,313
3/5/20,Dominican Republic,290,13,7578,326
4/5/20,Dominican Republic,376,7,7954,333
5/5/20,Dominican Republic,281,13,8235,346
6/5/20,Dominican Republic,245,8,8480,354
7/5/20,Dominican Republic,327,8,8807,362
8/5/20,Dominican Republic,288,11,9095,373
9/5/20,Dominican Republic,281,7,9376,380
10/5/20,Dominican Republic,506,5,9882,385
11/5/20,Dominican Republic,465,3,10347,388
12/5/20,Dominican Republic,287,5,10634,393
13/5/20,Dominican Republic,266,9,10900,402
14/5/20,Dominican Republic,296,7,11196,409
15/5/20,Dominican Republic,124,13,11320,422
16/5/20,Dominican Republic,419,2,11739,424
31/12/19,Ecuador,0,0,0,0
1/1/20,Ecuador,0,0,0,0
2/1/20,Ecuador,0,0,0,0
3/1/20,Ecuador,0,0,0,0
4/1/20,Ecuador,0,0,0,0
5/1/20,Ecuador,0,0,0,0
6/1/20,Ecuador,0,0,0,0
7/1/20,Ecuador,0,0,0,0
8/1/20,Ecuador,0,0,0,0
9/1/20,Ecuador,0,0,0,0
10/1/20,Ecuador,0,0,0,0
11/1/20,Ecuador,0,0,0,0
12/1/20,Ecuador,0,0,0,0
13/1/20,Ecuador,0,0,0,0
14/1/20,Ecuador,0,0,0,0
15/1/20,Ecuador,0,0,0,0
16/1/20,Ecuador,0,0,0,0
17/1/20,Ecuador,0,0,0,0
18/1/20,Ecuador,0,0,0,0
19/1/20,Ecuador,0,0,0,0
20/1/20,Ecuador,0,0,0,0
21/1/20,Ecuador,0,0,0,0
22/1/20,Ecuador,0,0,0,0
23/1/20,Ecuador,0,0,0,0
24/1/20,Ecuador,0,0,0,0
25/1/20,Ecuador,0,0,0,0
26/1/20,Ecuador,0,0,0,0
27/1/20,Ecuador,0,0,0,0
28/1/20,Ecuador,0,0,0,0
29/1/20,Ecuador,0,0,0,0
30/1/20,Ecuador,0,0,0,0
31/1/20,Ecuador,0,0,0,0
1/2/20,Ecuador,0,0,0,0
2/2/20,Ecuador,0,0,0,0
3/2/20,Ecuador,0,0,0,0
4/2/20,Ecuador,0,0,0,0
5/2/20,Ecuador,0,0,0,0
6/2/20,Ecuador,0,0,0,0
7/2/20,Ecuador,0,0,0,0
8/2/20,Ecuador,0,0,0,0
9/2/20,Ecuador,0,0,0,0
10/2/20,Ecuador,0,0,0,0
11/2/20,Ecuador,0,0,0,0
12/2/20,Ecuador,0,0,0,0
13/2/20,Ecuador,0,0,0,0
14/2/20,Ecuador,0,0,0,0
15/2/20,Ecuador,0,0,0,0
16/2/20,Ecuador,0,0,0,0
17/2/20,Ecuador,0,0,0,0
18/2/20,Ecuador,0,0,0,0
19/2/20,Ecuador,0,0,0,0
20/2/20,Ecuador,0,0,0,0
21/2/20,Ecuador,0,0,0,0
22/2/20,Ecuador,0,0,0,0
23/2/20,Ecuador,0,0,0,0
24/2/20,Ecuador,0,0,0,0
25/2/20,Ecuador,0,0,0,0
26/2/20,Ecuador,0,0,0,0
27/2/20,Ecuador,0,0,0,0
28/2/20,Ecuador,0,0,0,0
29/2/20,Ecuador,0,0,0,0
1/3/20,Ecuador,1,0,1,0
2/3/20,Ecuador,5,0,6,0
3/3/20,Ecuador,1,0,7,0
5/3/20,Ecuador,3,0,10,0
6/3/20,Ecuador,3,0,13,0
9/3/20,Ecuador,1,0,14,0
10/3/20,Ecuador,1,0,15,0
11/3/20,Ecuador,2,0,17,0
14/3/20,Ecuador,6,1,23,1
15/3/20,Ecuador,5,1,28,2
16/3/20,Ecuador,9,0,37,2
17/3/20,Ecuador,21,0,58,2
18/3/20,Ecuador,53,0,111,2
19/3/20,Ecuador,57,1,168,3
20/3/20,Ecuador,31,0,199,3
21/3/20,Ecuador,227,4,426,7
22/3/20,Ecuador,106,0,532,7
23/3/20,Ecuador,257,7,789,14
24/3/20,Ecuador,192,4,981,18
25/3/20,Ecuador,101,9,1082,27
26/3/20,Ecuador,129,2,1211,29
27/3/20,Ecuador,192,5,1403,34
28/3/20,Ecuador,224,7,1627,41
29/3/20,Ecuador,208,7,1835,48
30/3/20,Ecuador,55,10,1890,58
31/3/20,Ecuador,76,4,1966,62
1/4/20,Ecuador,336,17,2302,79
2/4/20,Ecuador,456,41,2758,120
3/4/20,Ecuador,405,0,3163,120
4/4/20,Ecuador,205,25,3368,145
5/4/20,Ecuador,97,27,3465,172
6/4/20,Ecuador,181,8,3646,180
7/4/20,Ecuador,101,11,3747,191
8/4/20,Ecuador,248,29,3995,220
9/4/20,Ecuador,455,22,4450,242
10/4/20,Ecuador,515,30,4965,272
11/4/20,Ecuador,2196,25,7161,297
12/4/20,Ecuador,96,18,7257,315
13/4/20,Ecuador,209,18,7466,333
14/4/20,Ecuador,63,22,7529,355
15/4/20,Ecuador,74,0,7603,355
16/4/20,Ecuador,255,33,7858,388
17/4/20,Ecuador,367,15,8225,403
18/4/20,Ecuador,225,18,8450,421
19/4/20,Ecuador,572,35,9022,456
20/4/20,Ecuador,446,18,9468,474
21/4/20,Ecuador,660,33,10128,507
22/4/20,Ecuador,270,13,10398,520
23/4/20,Ecuador,452,17,10850,537
24/4/20,Ecuador,333,23,11183,560
25/4/20,Ecuador,0,16,11183,576
26/4/20,Ecuador,0,0,11183,576
27/4/20,Ecuador,11536,0,22719,576
28/4/20,Ecuador,521,87,23240,663
29/4/20,Ecuador,1018,208,24258,871
30/4/20,Ecuador,417,12,24675,883
1/5/20,Ecuador,259,17,24934,900
2/5/20,Ecuador,1402,163,26336,1063
3/5/20,Ecuador,1128,308,27464,1371
4/5/20,Ecuador,2074,193,29538,1564
5/5/20,Ecuador,2343,5,31881,1569
6/5/20,Ecuador,0,0,31881,1569
7/5/20,Ecuador,-2461,49,29420,1618
8/5/20,Ecuador,878,36,30298,1654
9/5/20,Ecuador,-1480,50,28818,1704
10/5/20,Ecuador,253,13,29071,1717
11/5/20,Ecuador,488,410,29559,2127
12/5/20,Ecuador,-50,18,29509,2145
13/5/20,Ecuador,910,182,30419,2327
14/5/20,Ecuador,67,7,30486,2334
15/5/20,Ecuador,16,4,30502,2338
16/5/20,Ecuador,965,256,31467,2594
31/12/19,Egypt,0,0,0,0
1/1/20,Egypt,0,0,0,0
2/1/20,Egypt,0,0,0,0
3/1/20,Egypt,0,0,0,0
4/1/20,Egypt,0,0,0,0
5/1/20,Egypt,0,0,0,0
6/1/20,Egypt,0,0,0,0
7/1/20,Egypt,0,0,0,0
8/1/20,Egypt,0,0,0,0
9/1/20,Egypt,0,0,0,0
10/1/20,Egypt,0,0,0,0
11/1/20,Egypt,0,0,0,0
12/1/20,Egypt,0,0,0,0
13/1/20,Egypt,0,0,0,0
14/1/20,Egypt,0,0,0,0
15/1/20,Egypt,0,0,0,0
16/1/20,Egypt,0,0,0,0
17/1/20,Egypt,0,0,0,0
18/1/20,Egypt,0,0,0,0
19/1/20,Egypt,0,0,0,0
20/1/20,Egypt,0,0,0,0
21/1/20,Egypt,0,0,0,0
22/1/20,Egypt,0,0,0,0
23/1/20,Egypt,0,0,0,0
24/1/20,Egypt,0,0,0,0
25/1/20,Egypt,0,0,0,0
26/1/20,Egypt,0,0,0,0
27/1/20,Egypt,0,0,0,0
28/1/20,Egypt,0,0,0,0
29/1/20,Egypt,0,0,0,0
30/1/20,Egypt,0,0,0,0
31/1/20,Egypt,0,0,0,0
1/2/20,Egypt,0,0,0,0
2/2/20,Egypt,0,0,0,0
3/2/20,Egypt,0,0,0,0
4/2/20,Egypt,0,0,0,0
5/2/20,Egypt,0,0,0,0
6/2/20,Egypt,0,0,0,0
7/2/20,Egypt,0,0,0,0
8/2/20,Egypt,0,0,0,0
9/2/20,Egypt,0,0,0,0
10/2/20,Egypt,0,0,0,0
11/2/20,Egypt,0,0,0,0
12/2/20,Egypt,0,0,0,0
13/2/20,Egypt,0,0,0,0
14/2/20,Egypt,0,0,0,0
15/2/20,Egypt,1,0,1,0
16/2/20,Egypt,0,0,1,0
17/2/20,Egypt,0,0,1,0
18/2/20,Egypt,0,0,1,0
19/2/20,Egypt,0,0,1,0
20/2/20,Egypt,0,0,1,0
21/2/20,Egypt,0,0,1,0
22/2/20,Egypt,0,0,1,0
23/2/20,Egypt,0,0,1,0
24/2/20,Egypt,0,0,1,0
25/2/20,Egypt,0,0,1,0
26/2/20,Egypt,0,0,1,0
27/2/20,Egypt,0,0,1,0
28/2/20,Egypt,0,0,1,0
29/2/20,Egypt,0,0,1,0
1/3/20,Egypt,0,0,1,0
2/3/20,Egypt,1,0,2,0
6/3/20,Egypt,1,0,3,0
7/3/20,Egypt,12,0,15,0
9/3/20,Egypt,34,1,49,1
10/3/20,Egypt,6,0,55,1
11/3/20,Egypt,4,0,59,1
12/3/20,Egypt,1,0,60,1
13/3/20,Egypt,20,1,80,2
14/3/20,Egypt,13,0,93,2
15/3/20,Egypt,0,0,93,2
16/3/20,Egypt,17,0,110,2
17/3/20,Egypt,16,0,126,2
18/3/20,Egypt,40,2,166,4
19/3/20,Egypt,30,2,196,6
20/3/20,Egypt,14,0,210,6
21/3/20,Egypt,46,1,256,7
22/3/20,Egypt,29,1,285,8
23/3/20,Egypt,9,2,294,10
24/3/20,Egypt,33,4,327,14
25/3/20,Egypt,39,5,366,19
26/3/20,Egypt,76,2,442,21
27/3/20,Egypt,14,0,456,21
28/3/20,Egypt,39,3,495,24
29/3/20,Egypt,41,6,536,30
30/3/20,Egypt,40,6,576,36
31/3/20,Egypt,33,4,609,40
