State,district,State and District,date,confirmed,active,recovered,deceased,New Confirmed,New active,New recovered,New deceased,State_Code
Delhi,Shahdara,"Shahdara, Delhi",5/5/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/6/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/7/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/8/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/9/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/10/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/11/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/12/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/13/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/14/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/15/2020,48,48,0,0,0,0,0,0,DL
Delhi,Shahdara,"Shahdara, Delhi",5/16/2020,48,48,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/21/2020,26,26,0,0,26,26,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/22/2020,26,26,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/23/2020,70,70,0,0,44,44,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/24/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/25/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/26/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/27/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/28/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/29/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",4/30/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/1/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/2/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/3/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/4/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/5/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/6/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/7/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/8/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/9/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/10/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/11/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/12/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/13/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/14/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/15/2020,70,70,0,0,0,0,0,0,DL
Delhi,South Delhi,"South Delhi, Delhi",5/16/2020,70,70,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",4/23/2020,130,130,0,0,130,130,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",4/24/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",4/25/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",4/26/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",4/27/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",4/28/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",4/29/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",4/30/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/1/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/2/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/3/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/4/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/5/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/6/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/7/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/8/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/9/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/10/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/11/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/12/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/13/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/14/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/15/2020,130,130,0,0,0,0,0,0,DL
Delhi,South East Delhi,"South East Delhi, Delhi",5/16/2020,130,130,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/21/2020,3,3,0,0,3,3,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/22/2020,3,3,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/23/2020,42,42,0,0,39,39,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/24/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/25/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/26/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/27/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/28/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/29/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",4/30/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/1/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/2/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/3/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/4/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/5/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/6/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/7/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/8/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/9/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/10/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/11/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/12/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/13/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/14/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/15/2020,42,42,0,0,0,0,0,0,DL
Delhi,South West Delhi,"South West Delhi, Delhi",5/16/2020,42,42,0,0,0,0,0,0,DL
Delhi,Unknown,"Unknown, Delhi",4/21/2020,2112,2112,0,0,2112,2112,0,0,DL
Delhi,Unknown,"Unknown, Delhi",4/22/2020,2204,2204,0,0,92,92,0,0,DL
Delhi,Unknown,"Unknown, Delhi",4/23/2020,1588,1588,0,0,-616,-616,0,0,DL
Delhi,Unknown,"Unknown, Delhi",4/24/2020,1726,816,857,53,138,-772,857,53,DL
Delhi,Unknown,"Unknown, Delhi",4/25/2020,1837,914,869,54,111,98,12,1,DL
Delhi,Unknown,"Unknown, Delhi",4/26/2020,2130,1199,877,54,293,285,8,0,DL
Delhi,Unknown,"Unknown, Delhi",4/27/2020,2320,1389,877,54,190,190,0,0,DL
Delhi,Unknown,"Unknown, Delhi",4/28/2020,2526,0,1078,54,206,-1389,201,0,DL
Delhi,Unknown,"Unknown, Delhi",4/29/2020,2651,0,1092,56,125,0,14,2,DL
Delhi,Unknown,"Unknown, Delhi",4/30/2020,2727,0,1094,59,76,0,2,3,DL
Delhi,Unknown,"Unknown, Delhi",5/1/2020,2950,0,1167,61,223,0,73,2,DL
Delhi,Unknown,"Unknown, Delhi",5/2/2020,3334,0,1256,64,384,0,89,3,DL
Delhi,Unknown,"Unknown, Delhi",5/3/2020,3761,0,1362,64,427,0,106,0,DL
Delhi,Unknown,"Unknown, Delhi",5/4/2020,4110,0,1431,64,349,0,69,0,DL
Delhi,Unknown,"Unknown, Delhi",5/5/2020,4316,0,1468,64,206,0,37,0,DL
Delhi,Unknown,"Unknown, Delhi",5/6/2020,4744,0,1542,65,428,0,74,1,DL
Delhi,Unknown,"Unknown, Delhi",5/7/2020,5192,0,1931,65,448,0,389,0,DL
Delhi,Unknown,"Unknown, Delhi",5/8/2020,5530,3443,2020,67,338,3443,89,2,DL
Delhi,Unknown,"Unknown, Delhi",5/9/2020,5754,3667,2020,67,224,224,0,0,DL
Delhi,Unknown,"Unknown, Delhi",5/10/2020,6135,3994,2069,72,381,327,49,5,DL
Delhi,Unknown,"Unknown, Delhi",5/11/2020,6445,4244,2129,72,310,250,60,0,DL
Delhi,Unknown,"Unknown, Delhi",5/12/2020,6851,4254,2512,85,406,10,383,13,DL
Delhi,Unknown,"Unknown, Delhi",5/13/2020,7210,4247,2858,105,359,-7,346,20,DL
Delhi,Unknown,"Unknown, Delhi",5/14/2020,7682,4523,3045,114,472,276,187,9,DL
Delhi,Unknown,"Unknown, Delhi",5/15/2020,8107,4467,3518,122,425,-56,473,8,DL
Delhi,Unknown,"Unknown, Delhi",5/16/2020,8545,4491,3926,128,438,24,408,6,DL
Delhi,West Delhi,"West Delhi, Delhi",4/21/2020,2,2,0,0,2,2,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",4/22/2020,2,2,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",4/23/2020,122,122,0,0,120,120,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",4/24/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",4/25/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",4/26/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",4/27/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",4/28/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",4/29/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",4/30/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/1/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/2/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/3/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/4/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/5/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/6/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/7/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/8/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/9/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/10/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/11/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/12/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/13/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/14/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/15/2020,122,122,0,0,0,0,0,0,DL
Delhi,West Delhi,"West Delhi, Delhi",5/16/2020,122,122,0,0,0,0,0,0,DL
Goa,North Goa,"North Goa, Goa",4/21/2020,4,4,0,0,4,4,0,0,GA
Goa,North Goa,"North Goa, Goa",4/22/2020,6,0,6,0,2,-4,6,0,GA
Goa,North Goa,"North Goa, Goa",4/23/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",4/24/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",4/25/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",4/26/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",4/27/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",4/28/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",4/29/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",4/30/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/1/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/2/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/3/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/4/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/5/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/6/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/7/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/8/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/9/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/10/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/11/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/12/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/13/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/14/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/15/2020,6,0,6,0,0,0,0,0,GA
Goa,North Goa,"North Goa, Goa",5/16/2020,6,0,6,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",4/22/2020,1,0,1,0,1,0,1,0,GA
Goa,South Goa,"South Goa, Goa",4/23/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",4/24/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",4/25/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",4/26/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",4/27/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",4/28/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",4/29/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",4/30/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/1/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/2/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/3/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/4/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/5/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/6/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/7/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/8/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/9/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/10/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/11/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/12/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/13/2020,1,0,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/14/2020,9,8,1,0,8,8,0,0,GA
Goa,South Goa,"South Goa, Goa",5/15/2020,9,8,1,0,0,0,0,0,GA
Goa,South Goa,"South Goa, Goa",5/16/2020,9,8,1,0,0,0,0,0,GA
Goa,Unknown,"Unknown, Goa",4/21/2020,3,3,0,0,3,3,0,0,GA
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/21/2020,1373,1373,0,0,1373,1373,0,0,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/22/2020,1501,1353,86,62,128,-20,86,62,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/23/2020,1652,1470,113,69,151,117,27,7,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/24/2020,1821,1625,113,83,169,155,0,14,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/25/2020,2003,1802,115,86,182,177,2,3,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/26/2020,2181,1980,115,86,178,178,0,0,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/27/2020,2378,2057,212,109,197,77,97,23,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/28/2020,2542,2173,241,128,164,116,29,19,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/29/2020,2777,2377,263,137,235,204,22,9,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",4/30/2020,3026,2561,316,149,249,184,53,12,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/1/2020,3293,2729,399,165,267,168,83,16,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/2/2020,3543,2896,462,185,250,167,63,20,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/3/2020,3817,3076,533,208,274,180,71,23,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/4/2020,4076,3222,620,234,259,146,87,26,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/5/2020,4425,3448,704,273,349,226,84,39,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/6/2020,4716,3640,778,298,291,192,74,25,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/7/2020,4991,3784,886,321,275,144,108,23,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/8/2020,5260,3916,1001,343,269,132,115,22,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/9/2020,5540,4070,1107,363,280,154,106,20,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/10/2020,5818,4064,1373,381,278,-6,266,18,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/11/2020,6086,4204,1482,400,268,140,109,19,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/12/2020,6353,4058,1874,421,267,-146,392,21,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/13/2020,6645,4087,2112,446,292,29,238,25,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/14/2020,6910,4198,2247,465,265,111,135,19,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/15/2020,7171,4310,2382,479,261,112,135,14,GJ
Gujarat,Ahmedabad,"Ahmedabad, Gujarat",5/16/2020,7171,4310,2382,479,0,0,0,0,GJ
Gujarat,Amreli,"Amreli, Gujarat",5/13/2020,1,1,0,0,1,1,0,0,GJ
Gujarat,Amreli,"Amreli, Gujarat",5/14/2020,1,1,0,0,0,0,0,0,GJ
Gujarat,Amreli,"Amreli, Gujarat",5/15/2020,1,1,0,0,0,0,0,0,GJ
Gujarat,Amreli,"Amreli, Gujarat",5/16/2020,1,1,0,0,0,0,0,0,GJ
Gujarat,Anand,"Anand, Gujarat",4/21/2020,28,28,0,0,28,28,0,0,GJ
Gujarat,Anand,"Anand, Gujarat",4/22/2020,30,24,4,2,2,-4,4,2,GJ
Gujarat,Anand,"Anand, Gujarat",4/23/2020,33,22,9,2,3,-2,5,0,GJ
Gujarat,Anand,"Anand, Gujarat",4/24/2020,36,21,13,2,3,-1,4,0,GJ
Gujarat,Anand,"Anand, Gujarat",4/25/2020,41,24,14,3,5,3,1,1,GJ
Gujarat,Anand,"Anand, Gujarat",4/26/2020,49,32,14,3,8,8,0,0,GJ
Gujarat,Anand,"Anand, Gujarat",4/27/2020,51,33,15,3,2,1,1,0,GJ
Gujarat,Anand,"Anand, Gujarat",4/28/2020,60,39,18,3,9,6,3,0,GJ
Gujarat,Anand,"Anand, Gujarat",4/29/2020,71,45,23,3,11,6,5,0,GJ
Gujarat,Anand,"Anand, Gujarat",4/30/2020,74,46,24,4,3,1,1,1,GJ
Gujarat,Anand,"Anand, Gujarat",5/1/2020,74,40,30,4,0,-6,6,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/2/2020,74,38,31,5,0,-2,1,1,GJ
Gujarat,Anand,"Anand, Gujarat",5/3/2020,74,34,34,6,0,-4,3,1,GJ
Gujarat,Anand,"Anand, Gujarat",5/4/2020,75,32,37,6,1,-2,3,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/5/2020,75,32,37,6,0,0,0,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/6/2020,76,32,38,6,1,0,1,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/7/2020,76,27,43,6,0,-5,5,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/8/2020,77,25,46,6,1,-2,3,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/9/2020,77,25,46,6,0,0,0,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/10/2020,78,8,63,7,1,-17,17,1,GJ
Gujarat,Anand,"Anand, Gujarat",5/11/2020,80,3,70,7,2,-5,7,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/12/2020,80,3,70,7,0,0,0,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/13/2020,80,3,70,7,0,0,0,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/14/2020,82,5,70,7,2,2,0,0,GJ
Gujarat,Anand,"Anand, Gujarat",5/15/2020,82,4,70,8,0,-1,0,1,GJ
Gujarat,Anand,"Anand, Gujarat",5/16/2020,82,4,70,8,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/21/2020,12,12,0,0,12,12,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/22/2020,17,16,0,1,5,4,0,1,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/23/2020,18,17,0,1,1,1,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/24/2020,18,17,0,1,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/25/2020,18,17,0,1,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/26/2020,18,17,0,1,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/27/2020,18,17,0,1,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/28/2020,18,17,0,1,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/29/2020,18,17,0,1,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",4/30/2020,19,18,0,1,1,1,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/1/2020,19,18,0,1,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/2/2020,19,12,6,1,0,-6,6,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/3/2020,20,11,8,1,1,-1,2,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/4/2020,20,6,13,1,0,-5,5,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/5/2020,22,6,14,2,2,0,1,1,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/6/2020,22,6,14,2,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/7/2020,47,31,14,2,25,25,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/8/2020,67,51,14,2,20,20,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/9/2020,71,53,16,2,4,2,2,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/10/2020,73,49,22,2,2,-4,6,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/11/2020,74,50,22,2,1,1,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/12/2020,75,51,22,2,1,1,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/13/2020,76,52,22,2,1,1,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/14/2020,76,52,22,2,0,0,0,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/15/2020,77,34,41,2,1,-18,19,0,GJ
Gujarat,Aravalli,"Aravalli, Gujarat",5/16/2020,77,34,41,2,0,0,0,0,GJ
Gujarat,Banas Kantha,"Banas Kantha, Gujarat",4/21/2020,15,15,0,0,15,15,0,0,GJ
Gujarat,Banas Kantha,"Banas Kantha, Gujarat",4/22/2020,16,15,1,0,1,0,1,0,GJ
Gujarat,Banas Kantha,"Banas Kantha, Gujarat",4/23/2020,16,15,1,0,0,0,0,0,GJ
Gujarat,Banas Kantha,"Banas Kantha, Gujarat",4/24/2020,16,15,1,0,0,0,0,0,GJ
Gujarat,Banas Kantha,"Banas Kantha, Gujarat",4/25/2020,27,26,1,0,11,11,0,0,GJ
